"measurementID","measurementDeterminedBy","basisOfRecord","references"
1535,"Campo","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1536,"Cuatrecasas","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1537,"Ortega","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1538,"Pinto","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1539,"Stergios","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1540,"Velez","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1541,"Gottsberger","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1542,"Leal","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1543,"Stahel","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1544,"Malave","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1545,"Gillespie","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1546,"Wessels Boer","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1547,"Lobato","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1548,"Fróes","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1549,"Little","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1550,"Prévost","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1551,"Nogueira","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1552,"Forest Dept.","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1553,"Bond","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1554,"Bailey","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1555,"Loomis","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1556,"Broadway","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1557,"Archer","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1558,"Araújo","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1559,"Howard","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1560,"Jenman","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1561,"Wilbert","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1562,"Britton","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1563,"Anderson","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1564,"Kramer","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1565,"Trujillo","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1566,"Hollowell","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1567,"Rocha","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1568,"Saldias","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1569,"Lindman","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1570,"Guillén","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1571,"Krapovickas","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1572,"Liesner","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1573,"Figueiredo","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1574,"Kvist","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1575,"Listabarth","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1576,"Daly","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1577,"Coêlho","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1578,"Simpson","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1579,"Vásquez","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1580,"Loureiro","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1581,"Plowman","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1582,"Kahn","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1583,"Miranda","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1584,"Scariot","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1585,"Cid","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1586,"Schultes","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1587,"Galeano","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1588,"Betancur","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1589,"Nee","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1590,"Churchill","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1591,"Calonje","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1592,"Vargas","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1593,"Couvreur","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1594,"Werdermann","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1595,"Altamirano","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1596,"Hassler","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1597,"Harley","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1598,"Coradin","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1599,"Pereira-Silva","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1600,"Irwin","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1601,"Kinupp","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1602,"Sidney","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1603,"Schinini","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1604,"Eiten","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1605,"Furtado","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1606,"Mendes","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1607,"Macedo","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1608,"Ferreira","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1609,"Chagas","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1610,"Rimachi","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1611,"Revilla","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1612,"Grández","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1613,"Lleras","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1614,"Díaz","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1615,"McDaniel","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1616,"Sacco","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1617,"Timaná","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1618,"Chávez","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1619,"Núñez","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1620,"Schunke","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1621,"Valenzuela","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1622,"Young","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1623,"Killip","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1624,"Foster","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1625,"Arias","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1626,"Posada","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1627,"Graham","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1628,"Pipoly","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1629,"Prance","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1630,"Rudas","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1631,"Soejarto","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1632,"Vormisto","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1633,"Cabrera","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1634,"Duque","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1635,"Tessmann","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1636,"Idrobo","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1637,"van der Wal","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1638,"Jaramillo","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1639,"Aguirre-Galviz","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1640,"Tunqui","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1641,"Urego","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1642,"Vester","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1643,"Quinet","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1644,"Sasaki","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1645,"Freitas","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1646,"Calderón","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1647,"Asplund","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1648,"Silveira","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1649,"Pessôa","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1650,"Maas","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1651,"Solomon","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1652,"Krukoff","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1653,"Jangoux","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1654,"Forero","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1655,"Colque","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1656,"Cornejo","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1657,"Fuentes","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1658,"Moraes","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1659,"Rabelo","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1660,"Stevens","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1661,"Mowbray","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1662,"Cascante","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1663,"Solano","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1664,"Rueda","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1665,"Holdridge","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1666,"Morales","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1667,"Rodriguez","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1668,"Molina","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1669,"Moraga","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1670,"Herrera","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1671,"Bunting","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1672,"Curran","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1673,"Aizprua","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1674,"Renteria","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1675,"Arango","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1676,"Maxon","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1677,"Allen","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1678,"Cuadros","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1679,"Smith","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
1680,"Shattuck","PreservedSpecimen","Henderson, A. A revision of Desmoncus (Arecaceae). Phytotaxa 35, 1-88 (2011)."
